guest_id,is_canceled,booking_changes,previous_cancellations,previous_bookings_not_canceled
TR70750,1,0,0,0
TR70751,1,0,0,0
TR70752,1,0,0,0
TR70753,1,0,0,0
TR70754,1,0,0,0
TR70755,1,0,0,0
TR70756,1,0,0,0
TR70757,1,0,0,0
TR70758,1,0,0,0
TR70759,1,0,0,0
TR70760,1,0,0,0
TR70761,1,0,0,0
TP70762,1,0,0,0
TP70763,1,0,0,0
TP70764,1,0,0,0
TR70765,1,0,0,0
TR70766,1,0,0,0
TR70767,1,0,0,0
TR70768,1,0,0,0
TP70769,1,0,0,0
TP70770,1,0,0,0
TP70771,1,0,0,0
TR70772,1,0,0,0
TR70773,1,0,0,0
TR70774,1,0,0,0
TR70775,1,0,0,0
TR70776,1,0,0,0
TR70777,1,0,0,0
TR70778,1,0,0,0
TR70779,1,2,0,0
TR70780,1,0,0,0
TR70781,1,0,0,0
TR70782,1,0,0,0
TR70783,1,0,0,0
TR70784,1,0,0,0
TR70785,1,0,0,0
TR70786,1,0,0,0
TR70787,1,0,0,0
TR70788,1,0,0,0
TR70789,1,0,0,0
TR70790,1,0,0,0
TR70791,1,0,0,0
TR70792,1,0,0,0
TR70793,1,0,0,0
TR70794,1,0,0,0
TR70795,1,0,0,0
TR70796,1,0,0,0
TR70797,1,0,0,0
TR70798,1,0,0,0
TR70799,1,0,0,0
TR70800,1,0,0,0
TR70801,1,0,0,0
TR70802,1,0,0,0
TR70803,1,0,0,0
TR70804,1,2,0,0
TR70805,1,0,0,0
TR70806,1,0,0,0
TR70807,1,0,0,0
TR70808,1,0,0,0
TR70809,1,0,0,0
TR70810,1,0,0,0
TR70811,1,0,0,0
TR70812,1,0,0,0
TR70813,1,0,0,0
TR70814,1,0,0,0
TR70815,1,0,0,0
TR70816,1,0,0,0
TR70817,1,0,0,0
TR70818,1,0,0,0
TR70819,1,0,0,0
TR70820,1,0,0,0
TR70821,1,0,0,0
TR70822,1,0,0,0
TR70823,1,0,0,0
TR70824,1,0,0,0
TR70825,1,0,0,0
TR70826,1,0,0,0
TR70827,1,0,0,0
TR70828,1,0,0,0
TR70829,1,0,0,0
TR70830,1,0,0,0
TR70831,1,0,0,0
TR70832,1,0,0,0
TR70833,1,1,0,0
TR70834,1,0,0,0
TR70835,1,0,0,0
TR70836,1,2,0,0
TR70837,1,0,0,0
TR70838,1,0,0,0
TR70839,1,0,0,0
TR70840,1,0,0,0
TR70841,1,0,0,0
TR70842,1,0,0,0
TR70843,1,0,0,0
TR70844,1,0,0,0
TR70845,1,0,0,0
TR70846,1,0,0,0
TR70847,1,2,0,0
TR70848,1,1,0,0
TR70849,1,1,0,0
TR70850,1,0,0,0
TR70851,1,0,0,0
TP70852,1,0,0,0
TP70853,1,0,0,0
TP70854,1,0,0,0
TP70855,1,0,0,0
TP70856,1,0,0,0
TP70857,1,0,0,0
TP70858,1,0,0,0
TP70859,1,0,0,0
TR70860,1,0,0,0
TR70861,1,0,0,0
TR70862,1,1,0,0
TP70863,1,0,0,0
TR70864,1,0,0,0
TR70865,1,0,0,0
TR70866,1,0,0,0
TR70867,1,0,0,0
TR70868,1,1,0,0
TR70869,1,0,0,0
TR70870,1,1,0,0
TR70871,1,0,0,0
TR70872,1,0,0,0
TR70873,1,0,0,0
TR70874,1,0,0,0
TR70875,1,0,0,0
TR70876,1,0,0,0
TR70877,1,0,0,0
TR70878,1,0,0,0
TR70879,1,0,0,0
TR70880,1,0,0,0
TR70881,1,0,0,0
TR70882,1,0,0,0
TR70883,1,0,0,0
TR70884,1,0,0,0
TR70885,1,0,0,0
TR70886,1,0,0,0
TR70887,1,0,0,0
TR70888,1,0,0,0
TR70889,1,0,0,0
TR70890,1,0,0,0
TR70891,1,0,0,0
TR70892,1,0,0,0
TR70893,1,0,0,0
TR70894,1,0,0,0
TR70895,1,0,0,0
TR70896,1,0,0,0
TR70897,1,0,0,0
TR70898,1,0,0,0
TR70899,1,2,0,0
TR70900,1,0,0,0
TR70901,1,0,0,0
TR70902,1,0,0,0
TR70903,1,2,0,0
TR70904,1,0,0,0
TR70905,1,0,0,0
TR70906,1,0,0,0
TR70907,1,0,0,0
TR70908,1,0,0,0
TR70909,1,0,0,0
TR70910,1,0,0,0
TR70911,1,2,0,0
TR70912,1,0,0,0
TR70913,1,0,0,0
TR70914,1,0,0,0
TR70915,1,0,0,0
TR70916,1,0,0,0
TR70917,1,0,0,0
TR70918,1,0,0,0
TR70919,1,0,0,0
TR70920,1,0,0,0
TR70921,1,2,0,0
TR70922,1,2,0,0
TR70923,1,3,0,0
TR70924,1,2,0,0
TR70925,1,2,0,0
TR70926,1,2,0,0
TR70927,1,2,0,0
TR70928,1,2,0,0
TR70929,1,0,0,0
TR70930,1,0,0,0
TR70931,1,0,0,0
TR70932,1,2,0,0
TR70933,1,1,0,0
TP70934,1,0,0,0
TR70935,1,0,0,0
TR70936,1,0,0,0
TR70937,1,0,0,0
TR70938,1,1,0,0
TR70939,1,0,0,0
TR70940,1,0,0,0
TP70941,1,0,0,0
TR70942,1,0,0,0
TR70943,1,0,0,0
TR70944,1,0,0,0
TR70945,1,1,0,0
TR70946,1,0,0,0
TR70947,1,0,0,0
TR70948,1,0,0,0
TR70949,1,0,0,0
TR70950,1,0,0,0
TR70951,1,0,0,0
TR70952,1,0,0,0
TR70953,1,0,0,0
TR70954,1,0,0,0
TR70955,1,0,0,0
TR70956,1,0,0,0
TR70957,1,0,0,0
TR70958,1,0,0,0
TR70959,1,0,0,0
TR70960,1,0,0,0
TR70961,1,0,0,0
TR70962,1,0,0,0
TR70963,1,0,0,0
TR70964,1,0,0,0
TR70965,1,0,0,0
TR70966,1,0,0,0
TR70967,1,0,0,0
TR70968,1,0,0,0
TR70969,1,0,0,0
TR70970,1,3,0,0
TR70971,1,0,0,0
TR70972,1,0,0,0
TR70973,1,0,0,0
TR70974,1,0,0,0
TR70975,1,0,0,0
TR70976,1,0,0,0
TR70977,1,0,0,0
TR70978,1,0,0,0
TR70979,1,0,0,0
TR70980,1,0,0,0
TR70981,1,0,0,0
TR70982,1,0,0,0
TR70983,1,0,0,0
TR70984,1,0,0,0
TR70985,1,1,0,0
TR70986,1,0,0,0
TR70987,1,0,0,0
TR70988,1,1,0,0
TR70989,1,0,0,0
TR70990,1,0,0,0
TR70991,1,0,0,0
TR70992,1,2,0,0
TR70993,1,0,0,0
TR70994,1,0,0,0
TR70995,1,1,0,0
TR70996,1,0,0,0
TR70997,1,0,0,0
TR70998,1,0,0,0
TR70999,1,0,0,0
TR71000,1,0,0,0
TR71001,1,0,0,0
TR71002,1,0,0,0
TR71003,1,0,0,0
TR71004,1,0,0,0
TR71005,1,0,0,0
TR71006,1,0,0,0
TR71007,1,0,0,0
TR71008,1,0,0,0
TR71009,1,0,0,0
TR71010,1,0,0,0
TR71011,1,0,0,0
TR71012,1,0,0,0
TR71013,1,0,0,0
TR71014,1,0,0,0
TR71015,1,0,0,0
TR71016,1,0,0,0
TR71017,1,0,0,0
TR71018,1,0,0,0
TR71019,1,0,0,0
TR71020,1,0,0,0
TR71021,1,0,0,0
TR71022,1,0,0,0
TR71023,1,0,0,0
TR71024,1,0,0,0
TR71025,1,2,0,0
TR71026,1,0,0,0
TR71027,1,0,0,0
TR71028,1,0,0,0
TR71029,1,0,0,0
TR71030,1,0,0,0
TR71031,1,0,0,0
TR71032,1,0,0,0
TR71033,1,1,0,0
TR71034,1,0,0,0
TR71035,1,0,0,0
TR71036,1,0,0,0
TR71037,1,2,0,0
TR71038,1,0,0,0
TR71039,1,0,0,0
TR71040,1,0,0,0
TR71041,1,0,0,0
TR71042,1,0,0,0
TR71043,1,0,0,0
TR71044,1,0,0,0
TR71045,1,0,0,0
TR71046,1,0,0,0
TR71047,1,0,0,0
TR71048,1,0,0,0
TR71049,1,0,0,0
TR71050,1,0,0,0
TR71051,1,0,0,0
TR71052,1,0,0,0
TR71053,1,0,0,0
TR71054,1,0,0,0
TR71055,1,0,0,0
TR71056,1,0,0,0
TR71057,1,0,0,0
TR71058,1,0,0,0
TR71059,1,0,0,0
TR71060,1,0,0,0
TR71061,1,0,0,0
TR71062,1,0,0,0
TR71063,1,0,0,0
TR71064,1,0,0,0
TR71065,1,0,0,0
TR71066,1,0,0,0
TR71067,1,0,0,0
TR71068,1,0,0,0
TR71069,1,0,0,0
TR71070,1,0,0,0
TR71071,1,0,0,0
TR71072,1,0,0,0
TR71073,1,0,0,0
TR71074,1,0,0,0
TR71075,1,0,0,0
TR71076,1,0,0,0
TR71077,1,0,0,0
TR71078,1,0,0,0
TR71079,1,0,0,0
TR71080,1,0,0,0
TR71081,1,0,0,0
TR71082,1,0,0,0
TR71083,1,0,0,0
TR71084,1,0,0,0
TR71085,1,0,0,0
TR71086,1,0,0,0
TR71087,1,0,0,0
TR71088,1,0,0,0
TR71089,1,0,0,0
TR71090,1,0,0,0
TR71091,1,0,0,0
TR71092,1,0,0,0
TR71093,1,0,0,0
TR71094,1,0,0,0
TR71095,1,0,0,0
TR71096,1,0,0,0
TR71097,1,0,0,0
TR71098,1,0,0,0
TR71099,1,0,0,0
TR71100,1,0,0,0
TR71101,1,0,0,0
TR71102,1,0,0,0
TR71103,1,0,0,0
TR71104,1,0,0,0
TR71105,1,0,0,0
TR71106,1,0,0,0
TR71107,1,0,0,0
TR71108,1,0,0,0
TR71109,1,0,0,0
TR71110,1,0,0,0
TR71111,1,0,0,0
TR71112,1,0,0,0
TR71113,1,0,0,0
TR71114,1,0,0,0
TR71115,1,0,0,0
TR71116,1,0,0,0
TR71117,1,0,0,0
TR71118,1,0,0,0
TR71119,1,0,0,0
TR71120,1,0,0,0
TR71121,1,0,0,0
TR71122,1,0,0,0
TR71123,1,0,0,0
TR71124,1,0,0,0
TR71125,1,0,0,0
TR71126,1,0,0,0
TR71127,1,0,0,0
TR71128,1,0,0,0
TR71129,1,0,0,0
TR71130,1,0,0,0
TR71131,1,0,0,0
TR71132,1,1,0,0
TR71133,1,0,0,0
TR71134,1,0,0,0
TR71135,1,0,0,0
TR71136,1,0,0,0
TR71137,1,0,0,0
TR71138,1,2,0,0
TR71139,1,0,0,0
TR71140,1,0,0,0
TR71141,1,0,0,0
TR71142,1,0,0,0
TR71143,1,0,0,0
TR71144,1,0,0,0
TR71145,1,0,0,0
TR71146,1,0,0,0
TR71147,1,0,0,0
TR71148,1,0,0,0
TR71149,1,0,0,0
TR71150,1,0,0,0
TR71151,1,0,0,0
TR71152,1,0,0,0
TR71153,1,0,0,0
TR71154,1,1,0,0
TR71155,1,0,0,0
TR71156,1,0,0,0
TR71157,1,0,0,0
TR71158,1,0,0,0
TR71159,1,0,0,0
TR71160,1,0,0,0
TR71161,1,0,0,0
TR71162,1,0,0,0
TR71163,1,0,0,0
TR71164,1,0,0,0
TR71165,1,0,0,0
TR71166,1,0,0,0
TR71167,1,0,0,0
TR71168,1,0,0,0
TR71169,1,0,0,0
TR71170,1,0,0,0
TR71171,1,0,0,0
TR71172,1,0,0,0
TR71173,1,0,0,0
TR71174,1,0,0,0
TR71175,1,0,0,0
TR71176,1,0,0,0
TR71177,1,0,0,0
TR71178,1,0,0,0
TR71179,1,0,0,0
TR71180,1,0,0,0
TR71181,1,0,0,0
TR71182,1,0,0,0
TR71183,1,0,0,0
TR71184,1,0,0,0
TR71185,1,0,0,0
TR71186,1,0,0,0
TR71187,1,0,0,0
TR71188,1,0,0,0
TR71189,1,0,0,0
TR71190,1,0,0,0
TR71191,1,0,0,0
TR71192,1,0,0,0
TR71193,1,2,0,0
TR71194,1,0,0,0
TR71195,1,0,0,0
TR71196,1,0,0,0
TR71197,1,0,0,0
TR71198,1,0,0,0
TR71199,1,0,0,0
TR71200,1,0,0,0
TR71201,1,0,0,0
TR71202,1,0,0,0
TR71203,1,0,0,0
TR71204,1,0,0,0
TR71205,1,0,0,0
TR71206,1,0,0,0
TR71207,1,0,0,0
TR71208,1,0,0,0
TR71209,1,0,0,0
TR71210,1,0,0,0
TR71211,1,0,0,0
TR71212,1,0,0,0
TR71213,1,2,0,0
TR71214,1,0,0,0
TR71215,1,0,0,0
TR71216,1,0,0,0
TR71217,1,0,0,0
TR71218,1,0,0,0
TR71219,1,0,0,0
TR71220,1,0,0,0
TR71221,1,0,0,0
TR71222,1,0,0,0
TR71223,1,0,0,0
TR71224,1,0,0,0
TR71225,1,0,0,0
TR71226,1,2,0,0
TR71227,1,0,0,0
TR71228,1,0,0,0
TR71229,1,0,0,0
TR71230,1,0,0,0
TR71231,1,0,0,0
TR71232,1,0,0,0
TR71233,1,0,0,0
TR71234,1,0,0,0
TR71235,1,0,0,0
TR71236,1,0,0,0
TR71237,1,0,0,0
TR71238,1,0,0,0
TR71239,1,0,0,0
TR71240,1,0,0,0
TR71241,1,0,0,0
TR71242,1,0,0,0
TR71243,1,0,0,0
TP71244,1,0,0,0
TR71245,1,0,0,0
TP71246,1,0,0,0
TR71247,1,0,0,0
TP71248,1,0,0,0
TP71249,1,0,0,0
TP71250,1,0,0,0
TR71251,1,0,0,0
TP71252,1,0,0,0
TR71253,1,0,0,0
TR71254,1,0,0,0
TR71255,1,0,0,0
TR71256,1,0,0,0
TR71257,1,0,0,0
TR71258,1,0,0,0
TR71259,1,0,0,0
TR71260,1,0,0,0
TR71261,1,0,0,0
TR71262,1,0,0,0
TR71263,1,0,0,0
TR71264,1,0,0,0
TR71265,1,0,0,0
TR71266,1,0,0,0
TR71267,1,0,0,0
TR71268,1,0,0,0
TR71269,1,0,0,0
TR71270,1,0,0,0
TR71271,1,0,0,0
TR71272,1,0,0,0
TR71273,1,0,0,0
TR71274,1,0,0,0
TR71275,1,0,0,0
TR71276,1,0,0,0
TR71277,1,0,0,0
TR71278,1,0,0,0
TR71279,1,0,0,0
TR71280,1,0,0,0
TR71281,1,0,0,0
TR71282,1,0,0,0
TR71283,1,0,0,0
TR71284,1,0,0,0
TR71285,1,0,0,0
TR71286,1,0,0,0
TR71287,1,0,0,0
TR71288,1,0,0,0
TP71289,1,1,0,0
TP71290,1,0,0,0
TP71291,1,1,0,0
TP71292,1,1,0,0
TR71293,1,0,0,0
TP71294,1,1,0,0
TP71295,1,1,0,0
TR71296,1,0,0,0
TR71297,1,0,0,0
TP71298,1,1,0,0
TP71299,1,1,0,0
TP71300,1,1,0,0
TP71301,1,0,0,0
TR71302,1,0,0,0
TR71303,1,0,0,0
TR71304,1,0,0,0
TR71305,1,0,0,0
TR71306,1,0,0,0
TR71307,1,0,0,0
TR71308,1,0,0,0
TR71309,1,0,0,0
TR71310,1,0,0,0
TR71311,1,0,0,0
TR71312,1,0,0,0
TR71313,1,0,0,0
TR71314,1,0,0,0
TR71315,1,0,0,0
TR71316,1,0,0,0
TR71317,1,0,0,0
TR71318,1,0,0,0
TR71319,1,0,0,0
TR71320,1,0,0,0
TR71321,1,0,0,0
TR71322,1,0,0,0
TR71323,1,0,0,0
TR71324,1,2,0,0
TR71325,1,2,0,0
TR71326,1,0,0,0
TR71327,1,0,0,0
TR71328,1,0,0,0
TR71329,1,0,0,0
TR71330,1,0,0,0
TR71331,1,0,0,0
TR71332,1,0,0,0
TR71333,1,2,0,0
TR71334,1,0,0,0
TR71335,1,2,0,0
TR71336,1,0,0,0
TR71337,1,0,0,0
TR71338,1,0,0,0
TR71339,1,0,0,0
TR71340,1,0,0,0
TR71341,1,0,0,0
TR71342,1,0,0,0
TR71343,1,0,0,0
TR71344,1,1,0,0
TR71345,1,0,0,0
TR71346,1,0,0,0
TR71347,1,0,0,0
TR71348,1,0,0,0
TR71349,1,0,0,0
TR71350,1,0,0,0
TR71351,1,0,0,0
TR71352,1,0,0,0
TR71353,1,0,0,0
TR71354,1,0,0,0
TR71355,1,0,0,0
TR71356,1,0,0,0
TR71357,1,0,0,0
TR71358,1,0,0,0
TR71359,1,0,0,0
TR71360,1,0,0,0
TR71361,1,1,0,0
TR71362,1,0,0,0
TR71363,1,0,0,0
TR71364,1,0,0,0
TR71365,1,0,0,0
TR71366,1,0,0,0
TR71367,1,0,0,0
TR71368,1,0,0,0
TR71369,1,0,0,0
TR71370,1,0,0,0
TR71371,1,0,0,0
TR71372,1,0,0,0
TR71373,1,0,0,0
TR71374,1,0,0,0
TR71375,1,0,0,0
TR71376,1,0,0,0
TR71377,1,0,0,0
TR71378,1,0,0,0
TR71379,1,0,0,0
TR71380,1,0,0,0
TP71381,1,0,0,0
TR71382,1,0,0,0
TR71383,1,0,0,0
TR71384,1,0,0,0
TR71385,1,0,0,0
TR71386,1,0,0,0
TP71387,1,0,0,0
TR71388,1,0,0,0
TP71389,1,0,0,0
TP71390,1,0,0,0
TP71391,1,0,0,0
TP71392,1,0,0,0
TP71393,1,0,0,0
TR71394,1,0,0,0
TP71395,1,0,0,0
TP71396,1,0,0,0
TR71397,1,0,0,0
TP71398,1,0,0,0
TR71399,1,0,0,0
TR71400,1,0,0,0
TR71401,1,0,0,0
TP71402,1,0,0,0
TP71403,1,0,0,0
TR71404,1,0,0,0
TR71405,1,0,0,0
TR71406,1,0,0,0
TR71407,1,0,0,0
TR71408,1,0,0,0
TR71409,1,0,0,0
TR71410,1,0,0,0
TR71411,1,0,0,0
TR71412,1,0,0,0
TR71413,1,0,0,0
TR71414,1,0,0,0
TR71415,1,0,0,0
TR71416,1,0,0,0
TR71417,1,0,0,0
TR71418,1,0,0,0
TR71419,1,0,0,0
TR71420,1,0,0,0
TR71421,1,0,0,0
TR71422,1,0,0,0
TR71423,1,0,0,0
TR71424,1,0,0,0
TR71425,1,0,0,0
TR71426,1,0,0,0
TR71427,1,0,0,0
TR71428,1,0,0,0
TR71429,1,0,0,0
TR71430,1,1,0,0
TR71431,1,0,0,0
TR71432,1,0,0,0
TR71433,1,0,0,0
TR71434,1,0,0,0
TR71435,1,0,0,0
TR71436,1,0,0,0
TR71437,1,0,0,0
TR71438,1,0,0,0
TR71439,1,0,0,0
TR71440,1,0,0,0
TR71441,1,0,0,0
TR71442,1,0,0,0
TR71443,1,0,0,0
TR71444,1,1,0,0
TR71445,1,0,0,0
TR71446,1,0,0,0
TR71447,1,0,0,0
TR71448,1,0,0,0
TR71449,1,0,0,0
TR71450,1,0,0,0
TR71451,1,0,0,0
TR71452,1,0,0,0
TR71453,1,0,0,0
TR71454,1,0,0,0
TR71455,1,1,0,0
TR71456,1,0,0,0
TR71457,1,0,0,0
TR71458,1,0,0,0
TR71459,1,0,0,0
TR71460,1,0,0,0
TR71461,1,0,0,0
TR71462,1,0,0,0
TR71463,1,0,0,0
TR71464,1,0,0,0
TR71465,1,0,0,0
TR71466,1,0,0,0
TR71467,1,0,0,0
TR71468,1,0,0,0
TR71469,1,0,0,0
TR71470,1,2,0,0
TR71471,1,0,0,0
TR71472,1,0,0,0
TR71473,1,0,0,0
TR71474,1,0,0,0
TR71475,1,0,0,0
TR71476,1,0,0,0
TR71477,1,0,0,0
TR71478,1,0,0,0
TR71479,1,0,0,0
TR71480,1,0,0,0
TR71481,1,0,0,0
TR71482,1,0,0,0
TR71483,1,0,0,0
TR71484,1,0,0,0
TR71485,1,0,0,0
TR71486,1,0,0,0
TR71487,1,0,0,0
TR71488,1,0,0,0
TR71489,1,0,0,0
TR71490,1,0,0,0
TR71491,1,0,0,0
TR71492,1,0,0,0
TR71493,1,0,0,0
TR71494,1,0,0,0
TR71495,1,0,0,0
TR71496,1,0,0,0
TR71497,1,0,0,0
TR71498,1,0,0,0
TR71499,1,0,0,0
TR71500,1,0,0,0
TR71501,1,0,0,0
TR71502,1,0,0,0
TR71503,1,0,0,0
TR71504,1,0,0,0
TR71505,1,0,0,0
TR71506,1,0,0,0
TR71507,1,0,0,0
TR71508,1,0,0,0
TR71509,1,0,0,0
TR71510,1,0,0,0
TR71511,1,0,0,0
TR71512,1,0,0,0
TR71513,1,0,0,0
TR71514,1,0,0,0
TR71515,1,0,0,0
TR71516,1,0,0,0
TR71517,1,0,0,0
TR71518,1,0,0,0
TR71519,1,0,0,0
TR71520,1,0,0,0
TR71521,1,0,0,0
TR71522,1,0,0,0
TR71523,1,0,0,0
TR71524,1,0,0,0
TR71525,1,0,0,0
TR71526,1,0,0,0
TR71527,1,0,0,0
TR71528,1,0,0,0
TR71529,1,0,0,0
TR71530,1,0,0,0
TR71531,1,0,0,0
TR71532,1,0,0,0
TR71533,1,0,0,0
TR71534,1,0,0,0
TR71535,1,0,0,0
TR71536,1,0,0,0
TR71537,1,0,0,0
TR71538,1,0,0,0
TR71539,1,0,0,0
TR71540,1,1,0,0
TR71541,1,0,0,0
TR71542,1,0,0,0
TR71543,1,0,0,0
TR71544,1,0,0,0
TR71545,1,0,0,0
TR71546,1,0,0,0
TR71547,1,0,0,0
TR71548,1,0,0,0
TR71549,1,0,0,0
TR71550,1,0,0,0
TR71551,1,0,0,0
TR71552,1,0,0,0
TR71553,1,0,0,0
TR71554,1,0,0,0
TR71555,1,0,0,0
TR71556,1,0,0,0
TR71557,1,0,0,0
TR71558,1,0,0,0
TR71559,1,0,0,0
TR71560,1,0,0,0
TR71561,1,0,0,0
TR71562,1,0,0,0
TR71563,1,0,0,0
TR71564,1,0,0,0
TR71565,1,0,0,0
TR71566,1,0,0,0
TR71567,1,0,0,0
TR71568,1,0,0,0
TR71569,1,0,0,0
TR71570,1,0,0,0
TR71571,1,0,0,0
TR71572,1,2,0,0
TR71573,1,0,0,0
TR71574,1,0,0,0
TR71575,1,0,0,0
TR71576,1,0,0,0
TR71577,1,0,0,0
TR71578,1,0,0,0
TR71579,1,0,0,0
TR71580,1,0,0,0
TR71581,1,0,0,0
TR71582,1,0,0,0
TR71583,1,0,0,0
TR71584,1,0,0,0
TR71585,1,0,0,0
TR71586,1,0,0,0
TR71587,1,0,0,0
TR71588,1,0,0,0
TR71589,1,0,0,0
TR71590,1,0,0,0
TR71591,1,0,0,0
TR71592,1,0,0,0
TR71593,1,0,0,0
TR71594,1,0,0,0
TR71595,1,0,0,0
TR71596,1,0,0,0
TR71597,1,0,0,0
TR71598,1,0,0,0
TR71599,1,0,0,0
TR71600,1,0,0,0
TR71601,1,0,0,0
TR71602,1,2,0,0
TR71603,1,0,0,0
TR71604,1,0,0,0
TR71605,1,0,0,0
TR71606,1,2,0,0
TP71607,1,0,0,0
TP71608,1,0,0,0
TP71609,1,0,0,0
TP71610,1,0,0,0
TP71611,1,0,0,0
TP71612,1,0,0,0
TP71613,1,0,0,0
TP71614,1,0,0,0
TP71615,1,0,0,0
TR71616,1,0,0,0
TP71617,1,0,0,0
TP71618,1,0,0,0
TR71619,1,0,0,0
TP71620,1,0,0,0
TP71621,1,0,0,0
TR71622,1,0,0,0
TP71623,1,0,0,0
TP71624,1,0,0,0
TP71625,1,0,0,0
TR71626,1,0,0,0
TP71627,1,0,0,0
TP71628,1,0,0,0
TP71629,1,0,0,0
TR71630,1,0,0,0
TR71631,1,0,0,0
TR71632,1,0,0,0
TR71633,1,0,0,0
TR71634,1,0,0,0
TR71635,1,0,0,0
TR71636,1,0,0,0
TR71637,1,0,0,0
TR71638,1,0,0,0
TR71639,1,0,0,0
TR71640,1,0,0,0
TR71641,1,0,0,0
TR71642,1,0,0,0
TR71643,1,0,0,0
TR71644,1,0,0,0
TR71645,1,0,0,0
TR71646,1,0,0,0
TR71647,1,0,0,0
TR71648,1,0,0,0
TR71649,1,0,0,0
TR71650,1,0,0,0
TR71651,1,0,0,0
TR71652,1,0,0,0
TR71653,1,0,0,0
TR71654,1,0,0,0
TR71655,1,0,0,0
TR71656,1,0,0,0
TR71657,1,0,0,0
TR71658,1,0,0,0
TR71659,1,0,0,0
TR71660,1,0,0,0
TR71661,1,0,0,0
TR71662,1,0,0,0
TR71663,1,0,0,0
TR71664,1,0,0,0
TR71665,1,0,0,0
TR71666,1,0,0,0
TR71667,1,0,0,0
TR71668,1,0,0,0
TR71669,1,0,0,0
TR71670,1,0,0,0
TR71671,1,0,0,0
TR71672,1,0,0,0
TR71673,1,0,0,0
TR71674,1,0,0,0
TR71675,1,0,0,0
TR71676,1,0,0,0
TR71677,1,0,0,0
TR71678,1,0,0,0
TR71679,1,0,0,0
TR71680,1,0,0,0
TR71681,1,0,0,0
TR71682,1,0,0,0
TR71683,1,0,0,0
TR71684,1,1,0,0
TR71685,1,0,0,0
TR71686,1,1,0,0
TR71687,1,0,0,0
TR71688,1,0,0,0
TR71689,1,0,0,0
TR71690,1,0,0,0
TR71691,1,0,0,0
TR71692,1,0,0,0
TR71693,1,0,0,0
TR71694,1,0,0,0
TR71695,1,0,0,0
TR71696,1,0,0,0
TR71697,1,0,0,0
TR71698,1,0,0,0
TR71699,1,0,0,0
TR71700,1,0,0,0
TR71701,1,0,0,0
TR71702,1,0,0,0
TR71703,1,0,0,0
TR71704,1,0,0,0
TR71705,1,0,0,0
TR71706,1,0,0,0
TR71707,1,0,0,0
TR71708,1,0,0,0
TR71709,1,0,0,0
TR71710,1,0,0,0
TR71711,1,0,0,0
TR71712,1,0,0,0
TR71713,1,0,0,0
TR71714,1,0,0,0
TR71715,1,0,0,0
TR71716,1,0,0,0
TR71717,1,0,0,0
TR71718,1,2,0,0
TR71719,1,0,0,0
TR71720,1,0,0,0
TR71721,1,0,0,0
TR71722,1,0,0,0
TR71723,1,0,0,0
TR71724,1,0,0,0
TR71725,1,0,0,0
TR71726,1,0,0,0
TR71727,1,0,0,0
TR71728,1,0,0,0
TR71729,1,0,0,0
TR71730,1,0,0,0
TR71731,1,0,0,0
TR71732,1,0,0,0
TR71733,1,0,0,0
TR71734,1,2,0,0
TR71735,1,0,0,0
TR71736,1,0,0,0
TR71737,1,0,0,0
TR71738,1,0,0,0
TR71739,1,0,0,0
TR71740,1,0,0,0
TR71741,1,0,0,0
TR71742,1,0,0,0
TR71743,1,0,0,0
TR71744,1,0,0,0
TR71745,1,0,0,0
TR71746,1,0,0,0
TR71747,1,0,0,0
TR71748,1,0,0,0
TR71749,1,0,0,0
TR71750,1,0,0,0
TR71751,1,0,0,0
TR71752,1,0,0,0
TR71753,1,0,0,0
TR71754,1,0,0,0
TR71755,1,0,0,0
TR71756,1,0,0,0
TR71757,1,0,0,0
TR71758,1,0,0,0
TR71759,1,0,0,0
TR71760,1,0,0,0
TR71761,1,0,0,0
TR71762,1,0,0,0
TR71763,1,0,0,0
TR71764,1,0,0,0
TR71765,1,0,0,0
TR71766,1,0,0,0
TR71767,1,0,0,0
TR71768,1,0,0,0
TR71769,1,0,0,0
TR71770,1,0,0,0
TR71771,1,0,0,0
TR71772,1,0,0,0
TR71773,1,0,0,0
TR71774,1,0,0,0
TR71775,1,2,0,0
TR71776,1,2,0,0
TR71777,1,0,0,0
TR71778,1,0,0,0
GR71779,0,0,0,0
TP71780,1,0,0,0
TP71781,1,1,0,0
TR71782,1,0,0,0
TR71783,1,0,0,0
TP71784,1,0,0,0
TP71785,1,0,0,0
TR71786,1,6,0,0
TR71787,1,0,0,0
TP71788,1,1,0,0
TP71789,1,0,0,0
TR71790,1,0,0,0
TR71791,1,0,0,0
TR71792,1,0,0,0
TR71793,1,0,0,0
TR71794,1,0,0,0
TR71795,1,0,0,0
TR71796,1,0,0,0
TR71797,1,0,0,0
TR71798,1,0,0,0
TR71799,1,0,0,0
TR71800,1,0,0,0
TR71801,1,0,0,0
TR71802,1,0,0,0
TR71803,1,0,0,0
TR71804,1,0,0,0
TR71805,1,0,0,0
TR71806,1,0,0,0
TR71807,1,0,0,0
TR71808,1,0,0,0
TR71809,1,0,0,0
TR71810,1,0,0,0
TR71811,1,0,0,0
TR71812,1,0,0,0
TR71813,1,0,0,0
TR71814,1,0,0,0
TR71815,1,0,0,0
TR71816,1,0,0,0
TR71817,1,0,0,0
TR71818,1,0,0,0
TR71819,1,0,0,0
TR71820,1,0,0,0
TR71821,1,0,0,0
TR71822,1,0,0,0
TR71823,1,0,0,0
